اطلاعات ورود به سیستم,,,,عملیات,,,سند,,,,
شناسه,شعبه,سال مالی,کاربر,تاریخ,زمان,نوع,سیستم,نوع,شماره,تاریخ,توضیحات
,شركت كيهان راه شرق (سهامي خاص),1405,نباتي1,1405/04/08,09:32:30, ويرايش موجوديت,حسابداري,سند حسابداري,27165,1404/11/30,سند عمومي با شماره ثابت 27165 ذخيره شد
,شركت كيهان راه شرق (سهامي خاص),1405,پاشايي,1405/04/08,09:32:28, ويرايش موجوديت,انبار,سند انبار,8248,1405/03/21,سند رسيد خريد  با شماره 8248 ثبت شد
,شركت كيهان راه شرق (سهامي خاص),1404,محمدرضا_سلمانيان,1405/04/08,09:32:12,ورود موفق,,نشست,,,
,شركت كيهان راه شرق (سهامي خاص),1405,رحمانيان,1405/04/08,09:32:10, ويرايش موجوديت,انبار,سند انبار,6198,1405/04/08,سند درخواست كالا از انبار با شماره 6198 ثبت شد
,شركت كيهان راه شرق (سهامي خاص),1405,باباپور1,1405/04/08,09:32:05,ورود موفق,,نشست,,,
,شركت كيهان راه شرق (سهامي خاص),1405,سجادزنگويي1,1405/04/08,09:32:03,موجوديت جديد,انبار,سند انبار,8250,1405/03/09,سند رسيد خريد  با شماره 8250 ثبت شد
,شركت كيهان راه شرق (سهامي خاص),1405,عليزاده,1405/04/08,09:32:01, ويرايش موجوديت,انبار,سند انبار,6195,1405/04/08,سند درخواست كالا از انبار با شماره 6195 ثبت شد
,شركت قدرت ايمان كوير(سهامي خاص),1405,پوريامومني3,1405/04/08,09:31:57,موجوديت جديد,خزانه داري,سند خزانه داري,2699,1404/07/10,سند صورت هزينه تنخواه با شماره 2699 ذخيره شد
,شركت كيهان راه شرق (سهامي خاص),1405,احمدي1,1405/04/08,09:31:54,موجوديت جديد,انبار,سند انبار,6199,1405/04/08,سند درخواست كالا از انبار با شماره 6199 ثبت شد
,شركت برش كوه آريا پارت (سهامي خاص),1404,شاهوردي5,1405/04/08,09:31:50, ويرايش موجوديت,حسابداري,سند حسابداري,1064,1404/01/10,سند عمومي با شماره ثابت 1064 ذخيره شد
,شركت بنا بام بيستون (سهامي خاص),1405,سيدمرتضي_حسيني4,1405/04/08,09:31:02,ورود موفق,,نشست,,,
,شركت قدرت ايمان كوير(سهامي خاص),1404,شاهروديان3,1405/04/08,09:30:43, ويرايش موجوديت,خزانه داري,سند حسابداري,8102,1404/10/07,سند عمومي با شماره 8102 تاييد شد
,شركت قدرت ايمان كوير(سهامي خاص),1404,شاهروديان3,1405/04/08,09:30:25, ويرايش موجوديت,خزانه داري,سند حسابداري,8103,1404/10/08,سند عمومي با شماره 8103 تاييد شد
,شركت قدرت ايمان كوير(سهامي خاص),1404,شاهروديان3,1405/04/08,09:30:05, ويرايش موجوديت,خزانه داري,سند حسابداري,8105,1404/10/09,سند عمومي با شماره 8105 تاييد شد
,شركت برش كوه آريا پارت (سهامي خاص),1404,جوانمرد5,1405/04/08,09:30:02,موجوديت جديد,حسابداري,سند حسابداري,1065,1404/01/20,سند عمومي با شماره ثابت 1065 ذخيره شد
,شركت قدرت ايمان كوير(سهامي خاص),1404,شاهروديان3,1405/04/08,09:29:41, ويرايش موجوديت,خزانه داري,سند حسابداري,8106,1404/10/07,سند عمومي با شماره 8106 تاييد شد
,شركت قدرت ايمان كوير(سهامي خاص),1405,پوريامومني3,1405/04/08,09:29:38,موجوديت جديد,خزانه داري,سند حسابداري,8342,1404/07/10,سند عمومي با شماره 8342 ذخيره شد
,شركت كيهان راه شرق (سهامي خاص),1405,آقاحاجي1,1405/04/08,09:29:23,موجوديت جديد,حسابداري,سند حسابداري,2761,1405/04/08,سند عمومي با شماره ثابت 2761 ذخيره شد
,شركت قدرت ايمان كوير(سهامي خاص),1405,پوريامومني3,1405/04/08,09:29:01,موجوديت جديد,خزانه داري,سند خزانه داري,2698,1404/07/10,سند صورت هزينه تنخواه با شماره 2698 ذخيره شد
,شركت كيهان راه شرق (سهامي خاص),1404,مجتبي سابقي1,1405/04/08,09:28:55, ويرايش موجوديت,انبار,سند انبار,12723,1404/12/29,سند حواله مصرف ماشين آلات با شماره 12723 ثبت شد
,شركت كيهان راه شرق (سهامي خاص),1405,نباتي,1405/04/08,09:28:40,ورود موفق,,نشست,,,
,شركت كيهان راه شرق (سهامي خاص),1405,درويش_نيا_تربت,1405/04/08,09:28:36, ويرايش موجوديت,انبار,سند انبار,4133,1405/04/07,سند حواله مصرف ماشين آلات با شماره 4133 ثبت شد
,شركت كيهان راه شرق (سهامي خاص),1405,سجادزنگويي1,1405/04/08,09:28:27,موجوديت جديد,انبار,سند انبار,8249,1405/03/10,سند رسيد خريد  با شماره 8249 ثبت شد
,شركت قدرت ايمان كوير(سهامي خاص),1404,شاهروديان3,1405/04/08,09:28:24, ويرايش موجوديت,خزانه داري,سند حسابداري,8120,1404/10/07,سند عمومي با شماره 8120 تاييد شد
,شركت كيهان راه شرق (سهامي خاص),1404,مجتبي سابقي1,1405/04/08,09:28:13,موجوديت جديد,انبار,سند انبار,12723,1404/12/29,سند حواله مصرف ماشين آلات با شماره 12723 ثبت شد
,شركت قدرت ايمان كوير(سهامي خاص),1404,جوانمرد3,1405/04/08,09:27:56, ويرايش موجوديت,خزانه داري,سند حسابداري,8120,1404/10/07,سند عمومي با شماره 8120 ذخيره شد
,شركت كيهان راه شرق (سهامي خاص),1405,علي_اماني1,1405/04/08,09:27:52,موجوديت جديد,انبار,سند انبار,6198,1405/04/08,سند درخواست كالا از انبار با شماره 6198 ثبت شد
,شركت كيهان راه شرق (سهامي خاص),1405,درويش_نيا_تربت,1405/04/08,09:27:51, ويرايش موجوديت,انبار,سند انبار,4133,1405/04/07,سند حواله مصرف ماشين آلات با شماره 4133 ثبت شد
,شركت كيهان راه شرق (سهامي خاص),1405,درويش_نيا_تربت,1405/04/08,09:27:46,موجوديت جديد,انبار,سند انبار,4133,1405/04/07,سند حواله مصرف ماشين آلات با شماره 4133 ثبت شد
,شركت قدرت ايمان كوير(سهامي خاص),1404,جوانمرد3,1405/04/08,09:27:25,ورود موفق,,نشست,,,
,,,جوانمرد3,1405/04/08,09:27:20,ورود ناموفق (عدم صحت نام کاربر يا کلمه عبور),,نشست,,,
,شركت كيهان راه شرق (سهامي خاص),1405,رحمانيان,1405/04/08,09:27:14, ويرايش موجوديت,انبار,سند انبار,6197,1405/04/08,سند درخواست كالا از انبار با شماره 6197 ثبت شد
,شركت برش كوه آريا پارت (سهامي خاص),1404,جوانمرد5,1405/04/08,09:27:02,موجوديت جديد,حسابداري,سند حسابداري,1064,1404/01/10,سند عمومي با شماره ثابت 1064 ذخيره شد
,شركت كيهان راه شرق (سهامي خاص),1405,پاشايي,1405/04/08,09:26:57, ويرايش موجوديت,انبار,سند انبار,8248,1405/03/21,سند رسيد خريد  با شماره 8248 ثبت شد
,شركت قدرت ايمان كوير(سهامي خاص),1404,شاهروديان3,1405/04/08,09:26:46, ويرايش موجوديت,خزانه داري,سند حسابداري,8121,1404/10/03,سند عمومي با شماره 8121 تاييد شد
,شركت قدرت ايمان كوير(سهامي خاص),1404,شاهروديان3,1405/04/08,09:26:26, ويرايش موجوديت,خزانه داري,سند حسابداري,8122,1404/10/03,سند عمومي با شماره 8122 تاييد شد
,شركت كيهان راه شرق (سهامي خاص),1404,مجتبي سابقي1,1405/04/08,09:26:04, ويرايش موجوديت,انبار,سند انبار,43715,1404/06/29,سند رسيد خريد  با شماره 43715 ثبت شد
,شركت بنا بام بيستون (سهامي خاص),1404,جلالي4,1405/04/08,09:26:03,ورود موفق,,نشست,,,
,شركت قدرت ايمان كوير(سهامي خاص),1404,شاهروديان3,1405/04/08,09:26:02, ويرايش موجوديت,خزانه داري,سند حسابداري,8124,1404/10/03,سند عمومي با شماره 8124 تاييد شد
,شركت كيهان راه شرق (سهامي خاص),1405,پاشايي,1405/04/08,09:25:59,موجوديت جديد,انبار,سند انبار,8248,1405/03/21,سند رسيد خريد  با شماره 8248 ثبت شد
,شركت كيهان راه شرق (سهامي خاص),1405,ارغواني1,1405/04/08,09:25:58,موجوديت جديد,انبار,سند انبار,6197,1405/04/08,سند درخواست كالا از انبار با شماره 6197 ثبت شد
,شركت قدرت ايمان كوير(سهامي خاص),1404,سلطاني3,1405/04/08,09:25:51, ويرايش موجوديت,خزانه داري,سند حسابداري,7516,1404/10/30,سند عمومي با شماره 7516 تاييد شد
,صولت پارس آمود,1405,نيكنام7,1405/04/08,09:25:36,موجوديت جديد,حسابداري,سند حسابداري,731,1405/03/07,سند عمومي با شماره ثابت 731 ذخيره شد
,شركت قدرت ايمان كوير(سهامي خاص),1404,سلطاني3,1405/04/08,09:25:32, ويرايش موجوديت,خزانه داري,سند حسابداري,7516,1404/10/30,سند عمومي با شماره 7516 ذخيره شد
,شركت قدرت ايمان كوير(سهامي خاص),1405,جعفري3,1405/04/08,09:25:07,موجوديت جديد,خزانه داري,سند حسابداري,8341,1404/07/03,سند عمومي با شماره 8341 ذخيره شد
,شركت قدرت ايمان كوير(سهامي خاص),1405,جعفري3,1405/04/08,09:24:41,موجوديت جديد,خزانه داري,سند خزانه داري,2697,1404/07/03,سند صورت هزينه تنخواه با شماره 2697 ذخيره شد
,شركت كيهان راه شرق (سهامي خاص),1405,نباتي1,1405/04/08,09:24:01, ويرايش موجوديت,حسابداري,سند حسابداري,20784,1404/11/11,سند عمومي با شماره 20784 تاييد شد
,شركت كيهان راه شرق (سهامي خاص),1405,نباتي1,1405/04/08,09:23:24, ويرايش موجوديت,حسابداري,سند حسابداري,20784,1404/11/11,سند عمومي با شماره ثابت 20784 ذخيره شد
,شركت كيهان راه شرق (سهامي خاص),1405,محمدرضا_سلمانيان,1405/04/08,09:22:53,ورود موفق,,نشست,,,
,شركت كيهان راه شرق (سهامي خاص),1405,رحمانيان,1405/04/08,09:22:34, ويرايش موجوديت,انبار,سند انبار,6196,1405/04/08,سند درخواست كالا از انبار با شماره 6196 ثبت شد
,شركت قدرت ايمان كوير(سهامي خاص),1405,پوريامومني3,1405/04/08,09:21:54,موجوديت جديد,خزانه داري,سند حسابداري,8340,1404/07/10,سند عمومي با شماره 8340 ذخيره شد
,شركت كيهان راه شرق (سهامي خاص),1405,ارغواني1,1405/04/08,09:21:51,موجوديت جديد,انبار,سند انبار,6196,1405/04/08,سند درخواست كالا از انبار با شماره 6196 ثبت شد
,شركت قدرت ايمان كوير(سهامي خاص),1405,جعفري3,1405/04/08,09:21:39,موجوديت جديد,خزانه داري,سند حسابداري,8339,1404/07/03,سند عمومي با شماره 8339 ذخيره شد
,شركت كيهان راه شرق (سهامي خاص),1405,نباتي1,1405/04/08,09:21:33, ويرايش موجوديت,حسابداري,سند حسابداري,22771,1404/10/30,سند عمومي با شماره 22771 تاييد شد
,شركت قدرت ايمان كوير(سهامي خاص),1405,پوريامومني3,1405/04/08,09:21:27,موجوديت جديد,خزانه داري,سند خزانه داري,2696,1404/07/10,سند صورت هزينه تنخواه با شماره 2696 ذخيره شد
,شركت كيهان راه شرق (سهامي خاص),1405,نباتي1,1405/04/08,09:21:17, ويرايش موجوديت,حسابداري,سند حسابداري,22771,1404/10/30,سند عمومي با شماره ثابت 22771 ذخيره شد
,شركت كيهان راه شرق (سهامي خاص),1405,سجادزنگويي1,1405/04/08,09:21:02,موجوديت جديد,انبار,سند انبار,8247,1405/03/13,سند رسيد خريد  با شماره 8247 ثبت شد
